,Target
35870,0
254475,0
102523,0
21054,0
70734,0
45904,0
156378,0
273989,0
45939,0
104782,0
298319,0
81117,0
163859,0
38595,0
30303,0
244541,0
171643,0
168263,0
270319,0
241959,0
301897,0
173532,0
188955,0
114290,0
190645,0
274719,0
124874,1
181094,0
50393,0
17601,0
276683,0
150602,0
281030,0
17785,0
266133,0
85578,0
120271,0
76724,0
722,0
243496,0
234620,0
228069,0
205066,0
275349,1
169293,0
207112,0
48851,0
192983,0
141847,0
95749,0
269435,0
198332,0
52249,1
258089,0
70241,0
131695,0
28834,0
15862,0
134176,1
33543,0
71583,0
243440,0
180524,0
302163,0
298426,0
272872,0
142418,0
270524,0
240953,0
21406,0
260989,0
286550,0
251164,0
65212,0
225391,0
105649,0
239231,0
30574,0
133039,1
101774,0
54470,0
71353,0
90091,0
58574,0
305317,0
116229,0
189110,0
230698,0
54636,1
152897,0
148804,0
51668,1
304291,0
300629,0
40888,0
172833,0
87849,0
259831,0
207585,0
237296,0
231561,0
247391,0
272210,0
255171,0
39777,0
300667,0
206390,1
69044,0
163412,0
67826,0
274695,0
262228,1
120037,0
297780,1
250411,0
15334,0
274218,0
220024,0
135244,0
20434,0
90522,1
265783,0
168147,0
262011,0
87769,0
174690,0
173066,1
205806,0
212816,0
13849,0
70422,1
231621,0
42553,0
2186,0
256641,0
135984,0
264682,0
223832,0
248990,0
225965,0
277083,0
176552,0
241278,0
276489,0
4854,0
244618,0
205986,0
45091,0
236579,0
169453,0
34439,0
291859,0
183822,0
278697,0
159673,0
122475,0
295020,0
220567,0
87229,0
121309,0
282589,1
144461,0
10935,0
266336,0
1059,0
286013,0
38177,0
244989,0
49499,0
97242,0
59407,0
96013,0
243966,0
296678,0
13927,0
179003,0
256585,0
213478,0
100985,1
1084,0
250573,0
209102,0
185768,0
247878,0
253572,0
108838,1
8304,0
275986,0
94219,0
229153,0
20745,0
184187,0
199722,0
102425,0
37060,0
244520,0
195835,0
86500,1
102513,1
74834,0
186292,0
170544,0
127253,0
117409,0
253213,0
200713,0
137588,0
37259,0
53676,0
208025,1
105139,0
272163,0
98937,0
285499,0
129748,0
2344,0
42961,0
235662,0
62895,0
284371,0
109120,0
114450,0
235071,0
217834,0
170976,0
289581,0
109432,1
114428,0
3457,0
13358,0
221749,0
165702,0
8659,0
64696,0
252930,0
154909,0
291344,0
268026,0
69961,1
75423,0
129693,0
278058,0
143900,1
184056,0
220930,0
72442,0
204869,0
264714,0
159648,0
249083,0
59476,0
39924,0
9179,0
297416,0
248244,0
224096,0
147656,0
36701,0
90901,0
196472,0
608,0
182130,0
120998,0
228198,0
59517,0
194133,1
124818,0
55485,0
1593,0
106096,0
190854,0
103092,0
281250,0
270908,0
86833,0
243696,0
136377,1
8091,1
96070,0
90517,0
133799,0
153142,0
194012,0
66543,0
115431,0
29950,1
163300,0
65310,0
194798,0
72230,0
68192,0
282457,0
84259,0
20927,0
90282,0
293652,0
297753,1
90451,0
90491,0
180576,0
183110,0
57164,0
279425,0
39343,0
160891,0
137054,0
109611,0
103485,0
304172,0
215892,0
256415,0
264069,0
159539,0
177041,0
64660,0
189040,0
8526,0
150178,0
125335,0
94637,0
138254,0
69702,0
77239,0
86291,0
269838,0
79635,0
149946,0
156636,1
274827,0
58329,0
77881,0
36289,0
253635,0
13625,0
218048,0
222273,0
35214,0
70735,0
103445,1
207889,0
50793,0
297482,0
177159,0
184502,0
261171,0
18867,0
7222,0
19885,0
116375,0
166346,0
274459,0
148785,0
82317,0
76662,0
175111,0
114078,1
126498,0
179298,0
37360,0
211602,0
183765,0
204086,0
147109,0
230368,0
223715,0
230495,1
183347,1
47834,0
94432,0
224874,0
167418,0
139807,0
109509,0
223044,0
118791,0
115880,0
232392,0
131659,0
126242,0
305816,0
40281,0
294956,0
134626,0
64785,0
114825,1
175811,0
139677,0
7585,0
67662,0
32136,0
207353,0
202632,0
218626,0
97881,0
167298,0
209702,0
79506,0
128196,0
246432,0
178250,0
287945,0
126824,0
71960,0
237911,0
222356,0
149878,0
273407,0
43085,0
162222,0
149026,0
244996,0
240832,0
245214,0
292441,0
122283,0
125073,0
72358,0
211194,0
141223,0
168924,0
188054,0
245187,0
298480,0
91634,0
201947,0
127447,1
223137,0
83131,0
279842,0
274434,0
23380,0
192951,0
109468,0
183029,0
130494,0
215550,0
155450,1
251882,0
32667,0
135407,0
270993,0
28460,0
302138,0
94562,0
27267,0
216696,0
82892,1
123768,0
65382,0
194208,0
93593,0
266492,0
293845,0
91843,0
141450,0
35683,0
231620,0
169965,0
165782,0
289074,0
53950,0
139272,0
230471,0
301477,0
226077,0
296128,0
37556,0
236451,0
150938,0
44512,0
153618,0
173193,0
293529,0
144354,0
269048,0
32575,0
202330,0
50788,0
223752,0
45949,0
298170,0
263584,0
87783,1
96020,0
53060,0
214197,0
234439,1
102664,0
234562,0
87132,1
149008,0
229408,0
291607,0
217991,0
137988,0
260112,0
195523,0
261134,0
171286,0
194389,0
237130,0
81571,0
114122,0
173111,0
297393,0
138862,0
233821,0
244740,0
161739,1
41345,0
258796,0
216849,0
182596,0
242493,0
291241,0
236373,0
106155,0
277231,0
179499,0
242891,1
53961,0
198406,0
156239,0
163028,0
201432,0
157220,1
220867,0
32456,0
244689,0
34122,0
188179,0
96348,0
160776,0
252018,0
166319,0
105616,0
206146,0
26936,0
221639,0
114034,0
253229,0
219924,0
116987,0
17977,0
177718,0
206555,0
135353,1
254384,0
186487,0
272823,0
248481,0
88213,0
152395,0
86323,0
293457,0
207371,0
154692,0
122543,0
95117,0
233441,1
155143,0
3771,0
88323,0
62089,0
221684,0
84628,0
96852,0
74110,0
198574,0
246591,1
83993,0
14012,0
234045,0
118331,0
282973,0
43356,0
84283,1
56048,0
78815,0
197405,0
37020,0
68988,0
282974,0
113602,0
229567,0
64772,0
145771,0
188831,0
193264,0
239791,0
141104,0
97258,0
18634,0
266192,0
62000,0
282756,0
2223,1
44548,0
250086,0
108356,0
181035,0
137982,0
274526,0
952,0
82483,0
65270,0
144628,0
91138,0
243637,0
38213,0
233799,0
279943,0
288121,1
45351,0
162301,0
189888,0
66055,0
156700,1
243037,0
291565,0
85685,0
276288,0
256618,0
174828,0
65539,0
222519,0
169565,0
148188,0
234619,0
252794,0
55200,0
255204,0
194393,0
303604,0
179642,0
266105,0
84219,0
59827,0
78223,0
243430,1
59521,0
249793,0
303602,1
119104,0
32002,0
204806,0
219720,0
168865,0
88687,0
199451,0
102806,0
29805,0
136867,0
172864,0
196297,0
32830,0
128301,0
74137,0
35753,1
160721,0
283972,1
15827,0
198054,0
2704,0
60693,0
28111,0
222826,0
299019,0
243443,0
93836,0
3758,0
20564,0
131620,0
203057,0
289986,0
5957,0
258872,1
186177,0
215517,0
26194,1
127994,0
202517,0
87758,0
178951,0
148392,0
219997,0
162780,0
78482,0
167150,1
108303,1
54288,0
255499,0
45130,0
79223,0
299701,0
81334,1
12837,0
112312,0
59903,0
241223,0
284760,0
234802,0
54002,0
156900,0
237643,0
147745,0
78127,0
236934,0
102911,0
95544,0
272412,0
115841,0
89766,0
121596,0
88891,0
65891,0
202479,0
251228,0
171828,0
57044,0
94264,0
300180,0
191487,0
190841,0
129532,0
207841,0
291683,0
183328,0
240703,0
154402,0
198721,0
122978,0
135876,0
83221,0
211403,0
12160,0
157588,1
154557,0
19774,0
222371,0
138464,0
252883,0
162256,0
295933,0
229838,0
268946,0
226871,0
175981,0
108568,0
50696,1
101284,0
268874,0
201414,1
40897,0
15684,0
60964,0
182723,0
87234,1
280905,0
145292,0
258246,0
54842,0
51185,0
147321,0
198354,0
306540,0
206128,0
54985,0
281317,0
229556,0
139867,0
74557,0
45583,0
85632,0
234692,0
146754,0
127451,1
119094,0
72235,0
186610,1
305025,0
197819,0
158591,0
131575,0
239865,0
86760,0
154067,0
76337,0
152855,0
38269,0
212090,0
256093,0
130760,0
104857,0
109829,0
261221,0
86891,0
145159,0
274097,0
16951,0
133740,0
33868,0
148816,0
171148,0
41951,0
43824,0
39320,0
268769,0
157646,0
173760,1
180894,0
143721,0
62612,0
219885,0
286290,0
99363,0
185644,0
276204,0
202677,0
200804,1
192678,0
22602,0
233381,0
261751,0
135829,0
2199,0
10533,0
209572,0
43892,0
14664,0
48665,0
185259,0
53035,0
145835,1
90525,0
22313,0
118184,1
127406,0
47046,0
273088,0
151444,0
124372,0
19891,0
7060,0
150265,0
235531,0
206248,0
154565,0
167450,0
250962,0
27415,0
37515,0
218305,0
284620,0
92514,0
220873,0
59261,0
101539,0
267480,0
304480,0
120746,0
277282,0
91513,0
139820,0
283178,0
198352,1
122304,0
295404,0
106262,1
190225,0
139991,1
5354,0
164758,0
125012,0
7943,0
102198,0
109733,1
302817,0
228517,0
104852,1
307401,0
108091,0
73676,0
11813,0
242105,0
288712,0
94844,0
209556,0
57365,0
241701,1
257022,1
292424,0
209845,0
218608,0
10701,0
211570,0
251299,0
222171,0
17571,0
211557,0
222017,0
91053,0
216617,0
108023,0
155264,0
297130,0
202748,0
154338,1
287682,0
207395,0
244331,0
86180,0
90899,0
54707,0
95599,0
210230,0
224187,0
195761,0
101293,0
158693,0
189654,0
190527,0
149536,0
208414,0
44792,0
22821,0
128084,0
8792,0
177340,1
8868,0
177487,0
29911,1
271583,0
249868,0
246849,0
275859,0
224082,0
212729,0
147756,0
2996,1
172095,1
9208,0
280358,0
58482,0
8257,0
236956,0
211520,0
50974,0
166739,0
80898,0
174300,0
24451,0
257978,0
116658,0
278138,0
80033,1
195639,0
287138,0
143924,0
36868,0
36888,0
61699,0
198331,0
188547,0
194894,0
45045,0
236769,0
10941,0
303627,0
282700,0
176756,0
251771,0
253558,0
202076,0
104708,0
58752,0
49209,0
298317,0
263686,0
6523,0
191112,0
274592,0
203425,0
265617,0
237044,0
276747,0
131042,0
101877,0
83905,1
164159,0
201846,0
18180,0
274015,0
250960,0
213162,0
89868,0
237260,0
158390,0
307241,0
266852,0
22029,0
23067,0
243736,0
922,0
277393,0
63739,0
56260,0
209121,0
94187,0
229488,0
226291,0
68349,0
22705,0
39371,0
41520,0
53512,0
224812,0
79252,0
59670,0
295736,0
235957,1
175841,0
160309,0
251806,0
156018,0
33620,0
236338,0
91298,0
213068,0
92375,0
168554,0
155161,0
137960,0
282037,0
198347,0
212279,0
11613,0
110407,0
204753,0
307237,0
22421,0
107062,0
7652,0
73691,0
43967,0
103363,0
68423,0
288498,0
84983,0
302655,0
295871,0
72281,0
71835,0
43399,0
300446,0
251929,0
7385,0
17868,0
271667,1
246993,1
33149,0
187654,1
197621,0
235226,0
159812,0
176609,0
204732,0
201156,0
20102,0
228937,0
216653,0
275191,0
229188,0
235846,0
96051,0
114685,0
21454,0
279233,0
242004,0
7581,0
163098,0
231325,0
97202,0
260116,0
206487,0
86290,0
100775,0
241869,0
4028,0
274760,0
259348,0
156230,0
269879,0
116042,0
87406,0
74471,0
215944,0
222829,0
107929,0
201792,0
302330,0
50474,0
241811,0
81380,0
253028,0
204066,0
285481,0
163822,1
3459,1
266370,0
221017,0
194635,0
289308,0
15683,0
77924,0
202752,0
55172,0
68724,0
238466,0
135362,0
91010,1
206020,0
91623,0
233962,1
279616,0
153478,0
165260,0
181595,0
15087,1
140037,0
216221,1
194902,1
200598,0
249301,1
172736,0
189713,0
42784,0
246961,0
283152,0
190346,0
210380,1
34671,0
251380,0
80946,0
143893,0
30848,1
160847,0
185941,0
223162,0
216299,0
130338,0
212027,0
242011,0
18984,0
112635,0
257664,0
80886,0
205439,0
267918,0
151680,0
167401,0
79833,0
46515,0
188397,0
207381,0
167794,1
44575,0
40233,0
142259,0
282342,0
207235,1
271623,0
77894,1
111772,0
159599,0
175598,0
79447,0
8648,0
132007,0
47392,0
289063,0
257577,0
93928,0
59587,0
271557,0
142928,0
188484,0
108917,0
146557,0
241333,0
54940,0
229152,0
285952,0
268849,0
53042,0
127370,0
5561,0
27283,0
188276,0
273882,0
222973,0
176467,0
304996,0
34836,0
183699,0
227423,0
245933,0
160102,0
88678,0
17756,0
77339,0
78144,0
158943,0
68053,0
150836,0
57114,0
192632,1
12587,0
99187,0
255511,1
274560,0
226254,0
115689,0
13848,0
27099,0
270025,0
179995,0
69668,0
119845,0
216096,0
138402,0
97085,0
51334,0
251399,1
221560,0
242138,1
30617,0
299511,0
97035,0
177844,0
77116,0
74693,0
14328,0
215291,0
38493,0
22325,0
137964,0
156259,0
10544,0
70529,0
18761,0
218776,0
48699,0
177554,0
30336,0
48341,1
142539,0
61416,0
183130,0
213295,0
214123,0
54144,0
274897,0
104380,0
240135,0
184621,0
253121,0
46618,0
189168,0
261539,0
6468,0
401,0
158894,0
252533,0
155306,0
219622,0
19194,0
186828,0
183943,0
60324,1
159576,0
300433,0
66911,0
295111,0
234118,0
150574,0
203833,0
51648,0
142748,0
148194,0
155369,0
224710,0
224847,0
68559,0
93258,0
215131,0
51998,0
184205,1
288535,0
281153,0
33555,0
16140,0
49133,0
74271,0
8751,0
160628,1
209679,0
95189,0
158289,0
209323,1
202271,0
114148,0
81274,0
190526,0
183761,1
207380,0
111396,0
217456,0
80502,0
36014,1
167949,0
295608,0
173519,0
138059,0
187033,0
18287,0
36249,0
162683,1
52304,0
159907,0
269059,1
157180,0
185354,0
130549,0
280955,0
195908,0
9796,0
265627,0
105050,0
269584,0
167066,0
239239,0
230463,0
19887,0
106455,0
92688,0
200616,0
97414,0
259129,0
40263,0
40400,0
268527,0
69744,0
69031,0
48569,0
111799,1
257876,0
271628,0
293958,0
137088,0
106358,0
256171,0
42076,0
193746,1
40367,1
121419,0
290139,0
163504,0
113261,0
170018,0
276559,0
241138,0
247090,0
22674,0
46666,0
289556,0
261420,1
294111,0
45623,0
136351,0
8754,1
68870,0
285621,0
18479,0
139491,0
286345,0
133706,0
282264,0
26460,0
190936,0
113722,0
218051,0
290142,0
277228,0
184458,0
75732,0
32239,0
284353,0
22380,1
118567,0
154652,0
248735,0
270612,1
104086,0
57455,0
231288,0
112854,0
283620,0
27788,0
198653,0
52367,0
111968,0
18032,0
120643,0
19728,0
192518,0
292033,0
58888,0
20121,0
90527,0
265690,0
40540,0
30877,0
155032,0
133968,0
2497,0
171070,0
28869,0
150304,0
237112,0
230347,0
219504,0
131757,0
245505,1
189286,0
103976,0
213592,0
46488,0
176919,0
238188,0
142382,0
283543,0
56571,0
125356,1
157927,0
299682,0
176480,0
180495,0
190094,0
151993,0
149325,0
142279,0
71627,0
297812,0
144386,0
257550,0
279295,0
13034,0
24123,0
131771,0
199640,0
64413,0
184491,0
217402,0
138515,0
125164,1
87863,0
79966,0
39508,0
63468,0
233609,0
6472,0
147213,0
21951,0
44942,0
137747,0
265294,0
223107,0
260421,0
20461,0
205843,0
271181,0
289848,0
284479,0
170497,0
237042,0
33714,0
299734,0
165209,1
76828,0
108722,0
300531,1
39843,0
220662,0
88011,0
228228,0
216946,0
306296,0
170757,0
24036,0
34704,0
42388,0
78719,0
84430,0
189760,0
252539,0
86390,0
46656,0
238631,0
307084,0
10159,0
82184,0
220150,0
146446,0
111341,0
69388,0
277989,0
265978,0
40896,0
227011,0
241667,0
303315,0
257575,0
195361,0
75127,0
265846,0
82922,0
34404,0
167402,0
188880,0
54655,0
9888,0
43192,0
131579,0
257348,0
40371,0
85896,0
86741,0
33998,0
302615,0
272364,0
174516,0
177822,0
168133,0
220032,0
50738,0
31975,1
113185,0
5929,0
267982,0
187321,0
171566,0
227389,1
55360,0
223806,0
144322,0
224777,0
222823,0
162598,0
303201,0
241282,0
180771,0
79443,0
30576,0
258316,0
84666,0
260338,0
13753,0
5446,0
197534,0
224069,0
49634,0
99005,0
306824,0
265073,0
218292,0
134695,0
257310,0
127665,0
29616,1
268640,0
55293,0
71770,0
109312,0
243721,0
95673,1
181120,1
91356,0
289710,0
283248,0
152247,0
12884,0
60879,0
201956,0
260926,0
140247,0
112287,0
36691,0
188791,0
253448,0
5759,0
221802,0
237354,1
278431,0
302860,0
109092,0
39065,0
143602,0
273272,0
196468,0
112240,0
267301,0
176206,0
291948,0
225502,1
262144,0
307021,0
164524,0
84588,0
217253,0
13233,0
164223,0
104898,0
226978,0
109093,0
254031,0
202736,0
6746,0
108577,0
68274,0
118739,0
14091,0
125712,0
201703,0
173058,0
37392,0
79174,0
224757,0
10814,0
163852,0
230445,0
295644,0
187128,0
23985,0
24196,0
84195,0
139342,0
201856,0
211886,0
166308,0
2692,0
138532,0
131081,0
91610,0
242404,0
20630,0
12730,0
115526,0
296826,1
215684,0
124460,0
147985,0
128302,1
207469,0
31584,0
258487,0
128011,0
305012,0
191918,1
46311,0
127697,0
258241,0
148085,0
74747,0
34313,0
214938,0
7029,1
97403,0
305933,1
159165,0
192785,0
226147,0
132344,0
4958,0
150206,0
127841,0
147918,0
73556,0
306773,0
288605,0
63047,1
77974,0
38047,0
277982,0
191281,1
12697,0
97696,0
164862,0
221757,0
62552,0
252549,0
180463,0
33664,0
272682,0
115077,0
53810,0
134314,0
293674,0
194614,0
195728,0
35166,0
188460,0
247100,0
222664,1
18644,0
167170,0
151392,0
63655,0
179463,1
200947,0
86300,0
254382,0
61499,0
292556,0
265960,0
198897,0
83550,0
115134,0
34183,0
54848,0
26406,0
67477,0
186229,0
70917,0
135661,1
141189,0
53744,0
98293,0
158731,0
145032,0
180090,0
90922,0
26804,0
18894,0
36889,0
176149,0
261329,0
62932,1
117134,0
15386,0
85877,0
11558,0
280222,0
144837,0
300108,0
219005,1
67632,0
306603,0
48518,0
223629,0
70669,0
30353,0
63151,1
91415,1
269677,0
225431,0
234697,0
251826,0
73338,0
46371,0
102322,0
100001,0
290344,0
76691,0
94734,0
75691,0
300472,0
268140,0
92152,0
158310,0
50765,0
204842,0
104102,0
134824,0
57661,0
5688,0
9529,0
35877,0
139933,0
218576,0
194343,0
10986,0
196729,0
33421,0
251316,0
132558,0
40174,1
40422,1
33511,0
177913,0
238609,0
188149,0
46176,0
68284,0
214504,0
241161,0
230694,0
131663,0
163274,0
272272,0
86407,0
183854,0
32514,0
90945,1
190344,0
149103,0
122504,0
114716,0
34354,0
157507,0
96976,1
223304,0
244464,0
89388,0
110737,0
185968,1
67420,0
138069,0
227968,0
261525,0
293294,0
263103,0
3774,1
125435,0
157177,0
23825,0
268077,0
286536,0
279815,0
34717,0
260297,0
135928,0
135092,0
240842,0
173789,0
230911,0
270278,1
261399,0
104227,0
84913,0
118612,0
221876,0
292013,0
248449,0
134404,0
165105,0
212793,0
126997,1
212473,0
63529,0
86115,0
50289,1
76865,0
124016,0
72271,0
261411,0
120356,0
218502,0
144320,0
133076,0
302169,0
119346,0
307042,0
306099,0
14517,0
35384,0
95090,0
205892,0
234513,0
79931,0
172861,0
236955,0
234703,0
154890,0
133328,0
64978,1
155665,0
128907,0
138218,0
141809,0
233531,0
199851,0
176818,0
267548,0
5176,0
195447,0
236505,0
304663,0
188074,0
57122,0
137045,0
81118,0
230045,0
104268,0
8703,0
136335,0
253646,0
169050,1
173163,0
141166,0
34012,0
171400,1
71319,0
22973,0
26124,0
147439,0
57562,0
53088,1
255714,0
159253,0
78157,0
127296,0
75612,0
239672,0
41279,0
159592,0
258635,0
33315,0
269553,0
174810,0
111755,0
217308,1
170374,0
251949,0
35478,0
212773,0
242991,0
161804,0
252771,0
92726,1
299165,1
301888,0
229767,0
288739,0
215891,0
39951,0
113881,0
13098,0
196635,0
161740,0
47022,0
256115,0
247896,0
176872,1
98125,0
172395,0
48229,0
115691,1
46980,1
33284,0
285985,0
281825,1
202883,0
46659,0
151672,0
141106,0
87614,0
196557,0
67385,0
97378,0
155009,0
5335,0
171287,0
47418,0
207017,0
221018,0
54742,0
50799,0
241498,0
305583,0
109030,0
199392,0
126416,0
68128,0
144524,0
144818,1
110513,0
65005,0
22436,0
284869,0
195607,0
264519,0
161696,0
23011,0
68511,0
134701,0
277354,1
151175,0
84436,0
31092,0
301442,0
261472,0
307205,0
107247,0
3398,0
5510,0
15741,1
131441,0
124695,0
81068,0
32703,0
35597,1
20645,0
195017,0
231256,0
234905,0
137181,0
109690,0
175167,0
97074,0
248150,1
140855,0
13620,0
180171,1
30477,0
151201,0
118257,0
237005,0
21573,0
43005,0
206253,0
90830,0
266009,0
287246,0
279017,0
259196,0
209926,1
100454,0
89997,0
257210,0
209728,0
154880,0
85064,0
120112,0
21886,0
46196,0
16886,0
306384,0
166536,0
152334,0
60185,0
132456,0
236442,0
268574,0
220516,0
79725,0
99551,0
258081,0
285542,0
46440,0
244874,1
192453,0
217979,0
31981,0
269935,1
203944,1
178204,0
285235,1
87037,0
140542,0
173980,0
85781,0
253841,1
99132,0
187786,0
277632,0
4257,0
294071,0
67270,0
291776,0
182558,0
298596,0
303446,0
135461,0
118478,0
15111,0
120347,0
132345,0
206033,0
182759,0
169696,0
156562,0
219952,0
174752,0
89422,0
80059,0
136542,0
98529,0
78183,0
149895,0
205906,0
94278,0
296570,1
87679,0
219490,0
225132,0
212843,0
131389,0
287535,0
182413,0
284637,0
171938,0
46483,0
28039,0
4620,0
278631,0
300932,0
61736,0
193337,0
34334,0
268055,0
44818,0
137443,0
161463,0
220556,0
77774,0
98673,0
161322,0
78885,0
138827,0
55252,0
149342,0
232408,0
236907,0
84722,0
217396,1
27358,0
224116,0
234721,0
185750,0
149190,0
111417,0
208456,0
170172,0
136851,0
248959,0
235759,0
294906,0
251867,0
86858,0
305951,0
69580,0
42798,0
5542,0
173721,0
25178,0
127292,0
124835,0
283812,0
242539,1
233432,0
104945,0
148528,0
22212,0
110059,0
280754,0
176033,0
200689,0
152757,0
130606,0
230674,0
127042,1
173342,0
130598,0
200956,1
50048,0
279000,0
99718,1
252371,0
86488,0
84300,0
182886,0
277696,0
249368,1
57113,0
11099,0
136004,0
165579,1
1317,0
118139,0
38023,0
302076,1
165905,0
71043,1
213173,0
80450,0
189948,0
31929,0
151669,0
44671,0
174951,1
2630,0
67129,0
251849,0
14538,0
228601,0
18870,0
274809,0
65070,0
71357,0
9736,0
182727,0
166051,0
123335,1
72332,0
265729,0
208642,0
305952,0
5615,0
306811,1
143856,0
264558,0
303004,0
187745,0
197901,0
271779,0
6446,0
152144,0
286066,0
241042,0
139184,0
111256,0
226897,0
152981,0
154607,0
305063,0
290729,0
60726,0
115957,0
257779,0
98046,0
181587,0
251072,1
21980,0
75472,0
168468,0
186768,0
291759,0
177841,0
138240,0
123065,0
136518,0
66192,0
66720,0
222588,0
149137,1
45470,0
262605,0
126325,0
79018,0
251390,0
264276,0
266869,1
208351,0
263711,0
185666,0
116301,0
79236,0
217280,0
90256,1
167225,0
186563,0
169705,0
85109,0
230526,0
190629,1
224673,1
214759,0
6082,0
175322,0
225456,0
201950,0
226124,0
256985,0
125025,0
61274,0
289055,0
178643,0
219440,0
286821,0
287799,0
128614,0
115349,0
228886,0
248587,1
121008,0
248290,0
9967,0
184538,0
163229,0
144313,0
248659,0
219456,0
288075,0
125704,0
45728,0
117948,0
260758,0
49061,0
194443,0
143493,0
100212,1
68205,0
209611,0
283407,0
246186,0
204573,0
213134,0
219725,0
270425,0
61360,0
139686,0
206495,0
90604,0
141698,0
118470,1
152264,0
112557,0
205971,0
279578,0
253846,0
14208,0
262464,0
50699,0
253363,0
5200,0
133333,1
33341,0
129884,0
16580,0
49267,0
307018,0
184332,0
165398,0
4513,0
228016,0
2793,0
109646,0
268518,0
40757,0
240504,0
180841,0
267939,0
148022,0
97105,0
200815,0
8128,0
153030,0
159090,0
242490,1
39679,0
202047,0
218640,1
50627,0
164546,0
140991,0
100135,0
60595,0
63055,0
112710,1
287231,0
10952,0
134917,0
98691,0
291128,0
18798,0
295867,0
278754,0
175578,0
276964,0
181475,0
180813,0
135867,0
304841,0
275835,0
238202,0
174915,0
180092,0
273015,1
68889,0
172424,0
91062,0
118149,0
71501,0
166469,0
157899,0
249296,0
79151,0
235237,0
55637,0
164769,0
176748,0
241036,0
56341,0
233282,0
179669,0
199795,0
216872,0
81394,0
88392,0
201355,0
40116,0
212895,0
169390,0
288283,0
208214,0
99547,0
115394,0
161396,0
63963,0
169870,0
10437,0
190366,0
79040,0
182380,0
168720,0
259095,0
96539,0
111169,0
23230,0
223012,0
214052,0
292205,0
273497,0
31691,0
190836,0
183512,1
141100,0
239683,0
159747,0
297317,0
19201,0
23997,0
12298,0
238754,0
204764,1
161305,0
51202,0
117645,0
251067,0
171244,0
212353,0
70318,0
297198,0
193966,0
276101,0
45791,0
25451,0
125626,1
206050,0
66268,0
77722,0
191603,1
216838,0
150769,0
11867,0
82572,0
305706,0
7713,0
157521,0
286762,0
151774,0
290652,1
168594,0
17889,0
145104,0
8117,1
240145,0
173813,0
285851,0
152245,0
228225,0
140808,1
179063,0
197504,0
289869,0
22162,0
284716,0
165244,0
154697,0
126902,0
147569,0
110293,0
12445,0
53659,0
229276,0
59597,0
117332,1
47456,0
263804,0
74076,0
98490,0
264186,0
32085,0
45634,0
133269,0
248975,0
491,0
97233,0
218480,0
258237,0
191558,0
229156,1
138946,0
250040,0
100142,0
301699,0
10224,0
81788,0
221206,0
41203,0
124789,0
274531,0
164328,0
52101,1
190956,0
64969,0
197132,0
30978,0
143300,0
175344,0
223710,0
117445,0
210984,0
159655,0
93026,1
255995,0
163499,0
147760,1
124994,0
28785,0
33824,0
203614,0
280505,0
116942,0
111638,1
33625,0
1020,0
217318,0
281705,0
158256,0
84386,0
199683,1
186966,0
146243,0
181579,0
192795,0
81150,0
47659,0
186492,0
205824,0
264312,0
44175,0
78519,0
191726,0
157196,0
70371,1
295327,0
276343,0
224363,0
217779,0
6007,0
27900,0
196124,0
57986,0
198972,0
28405,0
170108,0
5257,0
275715,0
110972,0
66719,0
250049,0
85076,0
158214,0
271932,1
12193,0
136,0
175314,0
145076,0
273523,0
290018,0
285907,0
88082,0
296763,0
58578,0
234283,0
180088,0
257140,0
244324,0
182582,0
247591,0
223472,0
37463,0
236727,0
60916,0
48633,0
241562,0
125376,0
178558,0
260978,0
101037,0
289963,0
48063,0
111740,0
283537,0
143698,0
97314,0
69046,0
215996,0
147040,0
134831,0
30960,0
303205,0
214557,0
273925,0
143031,0
247289,0
93611,0
55656,0
78491,0
218651,0
140689,0
130533,0
89896,0
227365,0
286817,0
201390,0
9199,0
1965,0
113438,0
280875,0
57683,0
273121,0
137019,1
284373,0
189069,0
156643,0
138521,0
53890,0
273770,0
113250,1
140949,0
260881,0
85037,0
293607,0
186118,1
204404,1
182472,0
207798,0
302814,0
21503,0
197109,0
231285,0
7237,0
121218,0
34687,0
10908,0
136957,0
160480,0
59456,0
126593,0
30311,0
40166,0
124408,0
113276,0
187246,0
273387,0
305521,0
253153,0
80251,0
15580,0
65033,0
232749,0
226907,0
102655,0
31324,0
277867,0
266687,0
243892,0
164073,0
45799,0
121396,0
111223,0
182536,0
283595,0
41856,0
239717,0
212488,0
38581,0
217583,0
279008,0
254188,0
263338,0
148096,1
143160,0
76358,0
177825,0
33360,1
294937,0
19095,0
163770,0
277901,0
128153,0
65823,0
46486,0
166729,0
218609,0
161787,0
124327,0
267007,0
57992,0
70694,0
31923,0
197248,0
217692,0
251670,0
9700,0
280239,0
43194,1
92997,0
62256,0
176547,0
168208,0
132705,0
91328,0
258465,0
115667,0
180573,0
164886,0
117045,0
157594,0
221756,0
262733,1
81878,0
183689,0
306479,1
21026,1
296340,0
248811,0
136324,0
54777,0
149457,0
270305,0
245519,0
77754,0
140603,0
134090,0
70686,0
197625,0
177509,0
278411,0
224783,0
213979,0
94426,0
185696,0
239563,0
46986,0
205864,0
185564,0
190600,0
37740,0
43832,0
26157,0
302986,0
265880,1
247561,0
28709,0
105615,0
199699,0
4943,0
242420,0
138261,0
66958,0
214084,0
147673,0
83200,0
67110,0
226448,0
164143,0
146833,0
83393,0
303386,0
48671,0
58566,0
259353,0
282958,0
25307,0
94676,0
214056,0
